source_system,catalog_name,source_key,source_label,order_position,active
ARISSTO,COUNTRY,0000,Mundo,1,true
ARISSTO,COUNTRY,0004,Afganistán,2,true
ARISSTO,COUNTRY,0008,Albania,3,true
ARISSTO,COUNTRY,0010,Antártida,4,true
ARISSTO,COUNTRY,0012,Argelia,5,true
ARISSTO,COUNTRY,0016,Samoa Americana,6,true
ARISSTO,COUNTRY,0020,Andorra,7,true
ARISSTO,COUNTRY,0024,Angola,8,true
ARISSTO,COUNTRY,0028,Antigua y Barbuda,9,true
ARISSTO,COUNTRY,0031,Azerbaiyán,10,true
ARISSTO,COUNTRY,0032,Argentina,11,true
ARISSTO,COUNTRY,0036,Australia,12,true
ARISSTO,COUNTRY,0040,Austria,13,true
ARISSTO,COUNTRY,0044,Bahamas,14,true
ARISSTO,COUNTRY,0048,Bahrein,15,true
ARISSTO,COUNTRY,0050,Bangladesh,16,true
ARISSTO,COUNTRY,0051,Armenia,17,true
ARISSTO,COUNTRY,0052,Barbados,18,true
ARISSTO,COUNTRY,0056,Bélgica,19,true
ARISSTO,COUNTRY,0058,Bélgica-Luxemburgo,20,true
ARISSTO,COUNTRY,0060,Bermudas,21,true
ARISSTO,COUNTRY,0064,Bhután,22,true
ARISSTO,COUNTRY,0068,Bolivia,23,true
ARISSTO,COUNTRY,0070,Bosnia y Herzegovina,24,true
ARISSTO,COUNTRY,0072,Botswana,25,true
ARISSTO,COUNTRY,0074,Isla Bouvet,26,true
ARISSTO,COUNTRY,0076,Brasil,27,true
ARISSTO,COUNTRY,0080,Territorio Antártico Británico,28,true
ARISSTO,COUNTRY,0084,Belice,29,true
ARISSTO,COUNTRY,0086,Territorio Británico del Océano ??ndico,30,true
ARISSTO,COUNTRY,0090,Islas Salomón,31,true
ARISSTO,COUNTRY,0092,Islas Vírgenes Británicas,32,true
ARISSTO,COUNTRY,0096,Brunei Darussalam,33,true
ARISSTO,COUNTRY,0100,Bulgaria,34,true
ARISSTO,COUNTRY,0104,Myanmar,35,true
ARISSTO,COUNTRY,0108,Burundi,36,true
ARISSTO,COUNTRY,0112,Belarús,37,true
ARISSTO,COUNTRY,0116,Camboya,38,true
ARISSTO,COUNTRY,0120,Camerún,39,true
ARISSTO,COUNTRY,0124,Canadá,40,true
ARISSTO,COUNTRY,0132,Cabo Verde,41,true
ARISSTO,COUNTRY,0136,Islas Caimán,42,true
ARISSTO,COUNTRY,0140,República Centroafricana,43,true
ARISSTO,COUNTRY,0144,Sri Lanka,44,true
ARISSTO,COUNTRY,0148,Chad,45,true
ARISSTO,COUNTRY,0152,Chile,46,true
ARISSTO,COUNTRY,0156,China,47,true
ARISSTO,COUNTRY,0158,"Taiwán, China",48,true
ARISSTO,COUNTRY,0162,Isla de Navidad,49,true
ARISSTO,COUNTRY,0166,Islas Cocos (Keeling),50,true
ARISSTO,COUNTRY,0170,Colombia,51,true
ARISSTO,COUNTRY,0174,Comoras,52,true
ARISSTO,COUNTRY,0175,Mayotte,53,true
ARISSTO,COUNTRY,0178,"Congo, Rep. del",54,true
ARISSTO,COUNTRY,0180,"Congo, Rep. Dem. del",55,true
ARISSTO,COUNTRY,0184,Islas Cook,56,true
ARISSTO,COUNTRY,0188,Costa Rica,57,true
ARISSTO,COUNTRY,0191,Croacia,58,true
ARISSTO,COUNTRY,0192,Cuba,59,true
ARISSTO,COUNTRY,0196,Chipre,60,true
ARISSTO,COUNTRY,0200,Checoslovaquia,61,true
ARISSTO,COUNTRY,0203,República Checa,62,true
ARISSTO,COUNTRY,0204,Benin,63,true
ARISSTO,COUNTRY,0208,Dinamarca,64,true
ARISSTO,COUNTRY,0212,Dominica,65,true
ARISSTO,COUNTRY,0214,República Dominicana,66,true
ARISSTO,COUNTRY,0218,Ecuador,67,true
ARISSTO,COUNTRY,0222,El Salvador,68,true
ARISSTO,COUNTRY,0226,Guinea Ecuatorial,69,true
ARISSTO,COUNTRY,0230,Etiopía (incluida Eritrea),70,true
ARISSTO,COUNTRY,0231,Etiopía (excluida Eritrea),71,true
ARISSTO,COUNTRY,0232,Eritrea,72,true
ARISSTO,COUNTRY,0233,Estonia,73,true
ARISSTO,COUNTRY,0234,Islas Feroe,74,true
ARISSTO,COUNTRY,0238,Islas Falkland,75,true
ARISSTO,COUNTRY,0239,Islas Georgias del Sur y Sandwich del Sur,76,true
ARISSTO,COUNTRY,0242,Fiji,77,true
ARISSTO,COUNTRY,0246,Finlandia,78,true
ARISSTO,COUNTRY,0248,Åland Islands,79,true
ARISSTO,COUNTRY,0250,Francia,80,true
ARISSTO,COUNTRY,0254,Guayana Francesa,81,true
ARISSTO,COUNTRY,0258,Polinesia Francesa,82,true
ARISSTO,COUNTRY,0260,Tierras Australes y Antárticas Francesas,83,true
ARISSTO,COUNTRY,0262,Djibouti,84,true
ARISSTO,COUNTRY,0266,Gabón,85,true
ARISSTO,COUNTRY,0268,Georgia,86,true
ARISSTO,COUNTRY,0270,Gambia,87,true
ARISSTO,COUNTRY,0274,Gaza Strip,88,true
ARISSTO,COUNTRY,0275,Territorio Palestino Ocupado,89,true
ARISSTO,COUNTRY,0276,Alemania,90,true
ARISSTO,COUNTRY,0278,República Democrática Alemana,91,true
ARISSTO,COUNTRY,0288,Ghana,92,true
ARISSTO,COUNTRY,0292,Gibraltar,93,true
ARISSTO,COUNTRY,0296,Kiribati,94,true
ARISSTO,COUNTRY,0300,Grecia,95,true
ARISSTO,COUNTRY,0304,Groenlandia,96,true
ARISSTO,COUNTRY,0308,Granada,97,true
ARISSTO,COUNTRY,0312,Guadalupe,98,true
ARISSTO,COUNTRY,0316,Guam,99,true
ARISSTO,COUNTRY,0320,Guatemala,100,true
ARISSTO,COUNTRY,0324,Guinea,101,true
ARISSTO,COUNTRY,0328,Guyana,102,true
ARISSTO,COUNTRY,0332,Haití,103,true
ARISSTO,COUNTRY,0334,Islas Heard y McDonald,104,true
ARISSTO,COUNTRY,0336,Santa Sede,105,true
ARISSTO,COUNTRY,0340,Honduras,106,true
ARISSTO,COUNTRY,0344,Hong Kong (China),107,true
ARISSTO,COUNTRY,0348,Hungría,108,true
ARISSTO,COUNTRY,0352,Islandia,109,true
ARISSTO,COUNTRY,0356,India,110,true
ARISSTO,COUNTRY,0360,Indonesia,111,true
ARISSTO,COUNTRY,0364,"Irán, Rep. Islámica del",112,true
ARISSTO,COUNTRY,0368,Iraq,113,true
ARISSTO,COUNTRY,0372,Irlanda,114,true
ARISSTO,COUNTRY,0376,Israel,115,true
ARISSTO,COUNTRY,0380,Italia,116,true
ARISSTO,COUNTRY,0384,Côte d'Ivoire,117,true
ARISSTO,COUNTRY,0388,Jamaica,118,true
ARISSTO,COUNTRY,0392,Japón,119,true
ARISSTO,COUNTRY,0396,Jhonston Island,120,true
ARISSTO,COUNTRY,0398,Kazajstán,121,true
ARISSTO,COUNTRY,0400,Jordania,122,true
ARISSTO,COUNTRY,0404,Kenya,123,true
ARISSTO,COUNTRY,0408,"Corea, Rep. Dem. de",124,true
ARISSTO,COUNTRY,0410,"Corea, Rep. de",125,true
ARISSTO,COUNTRY,0412,Kosovo,126,true
ARISSTO,COUNTRY,0414,Kuwait,127,true
ARISSTO,COUNTRY,0417,Kirguistán,128,true
ARISSTO,COUNTRY,0418,República Democrática Popular Lao,129,true
ARISSTO,COUNTRY,0422,Líbano,130,true
ARISSTO,COUNTRY,0426,Lesotho,131,true
ARISSTO,COUNTRY,0428,Letonia,132,true
ARISSTO,COUNTRY,0430,Liberia,133,true
ARISSTO,COUNTRY,0434,Libia,134,true
ARISSTO,COUNTRY,0438,Liechtenstein,135,true
ARISSTO,COUNTRY,0440,Lituania,136,true
ARISSTO,COUNTRY,0442,Luxemburgo,137,true
ARISSTO,COUNTRY,0446,Macao,138,true
ARISSTO,COUNTRY,0450,Madagascar,139,true
ARISSTO,COUNTRY,0454,Malawi,140,true
ARISSTO,COUNTRY,0457,Sarawak,141,true
ARISSTO,COUNTRY,0458,Malasia,142,true
ARISSTO,COUNTRY,0459,Pen Malaysia,143,true
ARISSTO,COUNTRY,0461,Sabah,144,true
ARISSTO,COUNTRY,0462,Maldivas,145,true
ARISSTO,COUNTRY,0466,Malí,146,true
ARISSTO,COUNTRY,0470,Malta,147,true
ARISSTO,COUNTRY,0474,Martinica,148,true
ARISSTO,COUNTRY,0478,Mauritania,149,true
ARISSTO,COUNTRY,0480,Mauricio,150,true
ARISSTO,COUNTRY,0484,México,151,true
ARISSTO,COUNTRY,0488,Midway Islands,152,true
ARISSTO,COUNTRY,0490,"Otra zona de Asia, no esp.",153,true
ARISSTO,COUNTRY,0492,Mónaco,154,true
ARISSTO,COUNTRY,0496,Mongolia,155,true
ARISSTO,COUNTRY,0498,República de Moldova,156,true
ARISSTO,COUNTRY,0499,Montenegro,157,true
ARISSTO,COUNTRY,0500,Montserrat,158,true
ARISSTO,COUNTRY,0504,Marruecos,159,true
ARISSTO,COUNTRY,0508,Mozambique,160,true
ARISSTO,COUNTRY,0512,Omán,161,true
ARISSTO,COUNTRY,0516,Namibia,162,true
ARISSTO,COUNTRY,0520,Nauru,163,true
ARISSTO,COUNTRY,0524,Nepal,164,true
ARISSTO,COUNTRY,0528,Países Bajos,165,true
ARISSTO,COUNTRY,0530,Antillas Neerlandesas,166,true
ARISSTO,COUNTRY,0531,Curacao,167,true
ARISSTO,COUNTRY,0533,Aruba,168,true
ARISSTO,COUNTRY,0534,San Martín,169,true
ARISSTO,COUNTRY,0535,Bonaire,170,true
ARISSTO,COUNTRY,0540,Nueva Caledonia,171,true
ARISSTO,COUNTRY,0548,Vanuatu,172,true
ARISSTO,COUNTRY,0554,Nueva Zelandia,173,true
ARISSTO,COUNTRY,0558,Nicaragua,174,true
ARISSTO,COUNTRY,0562,Níger,175,true
ARISSTO,COUNTRY,0566,Nigeria,176,true
ARISSTO,COUNTRY,0570,Niue,177,true
ARISSTO,COUNTRY,0574,Isla Norfolk,178,true
ARISSTO,COUNTRY,0578,Noruega,179,true
ARISSTO,COUNTRY,0580,Mariana,180,true
ARISSTO,COUNTRY,0581,Islas Ultramarinas Menores de Estados Unidos,181,true
ARISSTO,COUNTRY,0582,Islas del Pacífico,182,true
ARISSTO,COUNTRY,0583,"Micronesia, Estados Fed. de",183,true
ARISSTO,COUNTRY,0584,Islas Marshall,184,true
ARISSTO,COUNTRY,0585,Palau,185,true
ARISSTO,COUNTRY,0586,Pakistán,186,true
ARISSTO,COUNTRY,0591,Panamá,187,true
ARISSTO,COUNTRY,0592,Fm Panama Cz,188,true
ARISSTO,COUNTRY,0598,Papua Nueva Guinea,189,true
ARISSTO,COUNTRY,0600,Paraguay,190,true
ARISSTO,COUNTRY,0604,Perú,191,true
ARISSTO,COUNTRY,0608,Filipinas,192,true
ARISSTO,COUNTRY,0612,Pitcairn,193,true
ARISSTO,COUNTRY,0616,Polonia,194,true
ARISSTO,COUNTRY,0620,Portugal,195,true
ARISSTO,COUNTRY,0624,Guinea-Bissau,196,true
ARISSTO,COUNTRY,0626,Timor Oriental,197,true
ARISSTO,COUNTRY,0630,Puerto Rico,198,true
ARISSTO,COUNTRY,0634,Qatar,199,true
ARISSTO,COUNTRY,0638,Reunión,200,true
ARISSTO,COUNTRY,0642,Rumania,201,true
ARISSTO,COUNTRY,0643,Federación de Rusia,202,true
ARISSTO,COUNTRY,0646,Rwanda,203,true
ARISSTO,COUNTRY,0647,Ryukyu Is,204,true
ARISSTO,COUNTRY,0654,Santa Elena,205,true
ARISSTO,COUNTRY,0658,Saint Kitts-Nevis-Anguilla-Aru,206,true
ARISSTO,COUNTRY,0659,Saint Kitts y Nevis,207,true
ARISSTO,COUNTRY,0660,Anguila,208,true
ARISSTO,COUNTRY,0662,Santa Lucía,209,true
ARISSTO,COUNTRY,0666,San Pedro y Miquelón,210,true
ARISSTO,COUNTRY,0670,San Vicente y las Granadinas,211,true
ARISSTO,COUNTRY,0674,San Marino,212,true
ARISSTO,COUNTRY,0678,Santo Tomé y Príncipe,213,true
ARISSTO,COUNTRY,0682,Arabia Saudita,214,true
ARISSTO,COUNTRY,0686,Senegal,215,true
ARISSTO,COUNTRY,0690,Seychelles,216,true
ARISSTO,COUNTRY,0694,Sierra Leona,217,true
ARISSTO,COUNTRY,0698,SIKKIM,218,true
ARISSTO,COUNTRY,0702,Singapur,219,true
ARISSTO,COUNTRY,0703,República Eslovaca,220,true
ARISSTO,COUNTRY,0704,Viet Nam,221,true
ARISSTO,COUNTRY,0705,Eslovenia,222,true
ARISSTO,COUNTRY,0706,Somalia,223,true
ARISSTO,COUNTRY,0710,Sudáfrica,224,true
ARISSTO,COUNTRY,0716,Zimbabwe,225,true
ARISSTO,COUNTRY,0717,Fm Rhod Nyas,226,true
ARISSTO,COUNTRY,0720,"Yemen, Rep. Dem. Del",227,true
ARISSTO,COUNTRY,0724,España,228,true
ARISSTO,COUNTRY,0728,Sudán del Sur,229,true
ARISSTO,COUNTRY,0729,Sudán,230,true
ARISSTO,COUNTRY,0732,Sahara Occidental,231,true
ARISSTO,COUNTRY,0736,Ex Sudán,232,true
ARISSTO,COUNTRY,0740,Suriname,233,true
ARISSTO,COUNTRY,0744,Svalbard and Jan Mayen Is,234,true
ARISSTO,COUNTRY,0748,Swazilandia,235,true
ARISSTO,COUNTRY,0752,Suecia,236,true
ARISSTO,COUNTRY,0756,Suiza,237,true
ARISSTO,COUNTRY,0760,República ??rabe Siria,238,true
ARISSTO,COUNTRY,0762,Tayikistán,239,true
ARISSTO,COUNTRY,0764,Tailandia,240,true
ARISSTO,COUNTRY,0768,Togo,241,true
ARISSTO,COUNTRY,0772,Tokelau,242,true
ARISSTO,COUNTRY,0776,Tonga,243,true
ARISSTO,COUNTRY,0780,Trinidad y Tobago,244,true
ARISSTO,COUNTRY,0784,Emiratos ??rabes Unidos,245,true
ARISSTO,COUNTRY,0788,Túnez,246,true
ARISSTO,COUNTRY,0792,Turquía,247,true
ARISSTO,COUNTRY,0795,Turkmenistán,248,true
ARISSTO,COUNTRY,0796,Islas Turcas y Caicos,249,true
ARISSTO,COUNTRY,0798,Tuvalu,250,true
ARISSTO,COUNTRY,0800,Uganda,251,true
